ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V)
A76,"Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,5.0,22.5,50.0,10.0,250.0,0.0,0.0
A77,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0
A78,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0
A79,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0
A80,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,5mm X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.0,25.0,50.0,10.0,500.0,0.0,10.0
A81,"Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",VERY FAST,MOTOR CIRCUIT,VERY FAST,CERAMIC,5x20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1500.0,8.0,250.0,250.0,0.0
A82,"Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder",VERY FAST,SEMICONDUCTOR PROTECTION,VERY FAST,GLASS,6.3 X 32mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,6.35,31.8,1500.0,6.3,250.0,250.0,0.0
A83,nan,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,4.0,125.0,0.0,0.0
A84,Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.002,250.0,250.0,0.0
A85,nan,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.004,250.0,250.0,0.0
A86,nan,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.007,250.0,250.0,0.0
A87,nan,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.01,250.0,250.0,0.0
A88,nan,FAST,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.014,250.0,250.0,0.0
A89,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass Box Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",FAST,MOTOR CIRCUIT,VERY FAST,GLASS,5 X 20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,21.2,35.0,1.0,250.0,250.0,0.0
A90,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass T/R Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",FAST,MOTOR CIRCUIT,VERY FAST,GLASS,5 X 20mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.8,21.2,35.0,1.0,250.0,250.0,0.0
A91,"Red Indicator, 5 X 20 mm, Quick-Movement F, L, 250 VAC Electric Indicator, Fast Blow, 1.6A, 250VAC, 35A (IR), Inline/holder, 5x20mm",UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,5.0,1.6,250.0,250.0,0.0
A92,"Indicator Red Fast Movement 3.15A 250V Holder Plastic 5 X 20mm Glass CCC/PSE/VDE/cULus Electric Indicator, Fast Blow, 3.15A, 250VAC, 35A (IR), Inline/holder, 5x20mm",FAST,PRIMARY PROTECTION IN EQUIPMENT,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,3.15,250.0,250.0,0.0
A93,"Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Glass PSE/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 80A (IR), Inline/holder, 5x20mm",FAST,PRIMARY PROTECTION IN EQUIPMENT,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,80.0,8.0,250.0,250.0,0.0
A94,nan,UNKNOWN,NOT SPECIFIED,FAST,UNKNOWN,5x20mm,Low,UNKNOWN,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.063,250.0,250.0,0.0
A95,nan,UNKNOWN,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,2.0,125.0,0.0,0.0
A96,nan,MEDIUM,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.63,125.0,250.0,125.0
A97,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 1.6A, 250VAC, 125VDC, 1000A (IR), Inline/holder",SLOW,MOTOR CIRCUIT,MEDIUM,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1000.0,1.6,250.0,250.0,125.0
A98,"Indicator Red Medium Time Delay Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 2.5A, 250VAC, 125VDC, 1000A (IR), Inline/holder",MEDIUM,MOTOR CIRCUIT,MEDIUM,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1000.0,2.5,250.0,250.0,125.0
A99,"Non Resettable Indicators Electric Indicator, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder",UNKNOWN,NOT SPECIFIED,MEDIUM,UNKNOWN,NOT SPECIFIED,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1000.0,4.0,250.0,250.0,125.0
A100,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder",SLOW,MOTOR CIRCUIT,MEDIUM,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,1000.0,6.3,250.0,250.0,125.0
A101,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,10.0,250.0,250.0,0.0
A102,nan,MEDIUM,MOTOR CIRCUIT,UNKNOWN,CERAMIC,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,10.0,125.0,250.0,125.0
A103,nan,SLOW,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,4.0,250.0,250.0,0.0
A104,Indicator Red Slow Blow Movement 0.08A 250V Holder Plastic 5 X 20mm Glass Box CCC/VDE/cULus Electric Indicator,SLOW,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.08,250.0,250.0,0.0
A105,"Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,5.0,250.0,250.0,0.0
A106,Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,SLOW,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.0,250.0,250.0,0.0
A107,"Indicator Red Slow Blow Movement 2A 250V Axial 5.4 X 22.5mm Glass Bulk cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Through Hole",SLOW,PRIMARY PROTECTION ON PCB,SLOW,GLASS,5.4 X 22.5mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,5.4,22.5,35.0,2.0,250.0,250.0,0.0
A108,Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,SLOW,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,2.5,250.0,250.0,0.0
A109,Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,SLOW,PRIMARY PROTECTION ON PCB,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,4.0,250.0,250.0,0.0
A110,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), L, Inline/holder, 5x20mm",SLOW,PRIMARY PROTECTION IN EQUIPMENT,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,63.0,6.3,250.0,250.0,0.0
A111,"Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), L, Inline/holder, 5x20mm",UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,5.0,10.0,250.0,250.0,0.0
A112,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Glass Box PSE/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm",SLOW,PRIMARY PROTECTION IN EQUIPMENT,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,160.0,16.0,250.0,250.0,0.0
A113,nan,UNKNOWN,PRIMARY PROTECTION IN EQUIPMENT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,2.0,125.0,0.0,0.0
A114,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder",SLOW,INDUSTRIAL ELECTRONIC,SLOW,GLASS,6.3 X 32mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,6.35,31.8,35.0,2.0,250.0,250.0,0.0
A115,"Indicator Red Slow Blow Movement 20A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder",SLOW,INDUSTRIAL ELECTRONIC,SLOW,GLASS,6.3 X 32mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,6.35,31.8,200.0,20.0,250.0,250.0,0.0
A116,"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic 5 X 20mm Glass Box cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder",SLOW,MOTOR CIRCUIT,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,100.0,1.25,250.0,250.0,0.0
A117,nan,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,85.0,-40.0,5.2,20.0,35.0,0.05,250.0,250.0,0.0
A118,nan,UNKNOWN,NOT SPECIFIED,VERY FAST,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,INLINE/HOLDER,85.0,-40.0,5.2,20.0,200.0,6.3,250.0,250.0,0.0
A119,"Indicator Red Fast Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Glass Bulk cULus Electric Indicator, Very Fast Blow, 6.3A, 250VAC, 200A (IR), Inline/holder",FAST,MOTOR CIRCUIT,VERY FAST,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,85.0,-40.0,5.2,20.0,200.0,6.3,250.0,250.0,0.0
A120,Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm CSA/UL Indicator,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.0,250.0,250.0,0.0
A121,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,2.25,250.0,250.0,0.0
A122,"Indicator 1A 125V Fast Movement Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 100A (IR), Through Hole",FAST,MOTOR CIRCUIT,VERY FAST,CERAMIC,NOT SPECIFIED,Low,UNKNOWN,THROUGH HOLE,125.0,-55.0,4.6,4.6,100.0,1.0,125.0,125.0,125.0
A123,Indicator 0.063A 250V Super Time Lag Movement Indicator,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,Low,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.063,250.0,250.0,0.0
A124,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.08,250.0,250.0,0.0
A125,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.1,250.0,250.0,0.0
A126,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,5 X 20mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,5.0,8.4,50.0,0.125,250.0,250.0,0.0
A127,"Indicator Misc, Non resettable Indicators, Red Indicators, Typ FTT 5x20 Indicator",SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,2.5,250.0,250.0,0.0
A128,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A129,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A130,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A131,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A132,nan,UNKNOWN,NOT SPECIFIED,SLOW,UNKNOWN,NOT SPECIFIED,Low,UNKNOWN,SURFACE MOUNT,55.0,-55.0,5.2,20.0,10.0,5.0,250.0,250.0,0.0
A133,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm",SLOW,PRIMARY PROTECTION ON SMD PCB,SLOW,GLASS,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,10.0,5.0,250.0,250.0,0.0
A134,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm",SLOW,PRIMARY PROTECTION ON SMD PCB,SLOW,GLASS,5 X 20mm,Low,HOLDER,SURFACE MOUNT,55.0,-55.0,5.2,20.0,10.0,10.0,250.0,250.0,0.0
A135,"Indicator SubRed Slow Blow Movement 0.1A 250V Radial 8.5 X 8.5mm Thermoplastic Bag CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 0.1A, 250VAC, 125VDC, 35A (IR), Through Hole",SLOW,POWER SUPPLY ADAPTER FOR LAPTOP,SLOW,THERMOPLASTIC,8.5 X 8.5mm,Low,THROUGH HOLE,THROUGH HOLE,125.0,-55.0,8.5,8.5,35.0,0.1,250.0,250.0,125.0
A136,"Indicator SubRed Slow Blow Movement 2.5A 250V 8.5 X 8.5mm Thermoplastic CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Through Hole",SLOW,PRIMARY PROTECTION ON PCB,SLOW,THERMOPLASTIC,8.5 X 8.5mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,8.5,8.5,100.0,2.5,250.0,250.0,0.0
A137,"Indicator SubRed Slow Blow Movement 6.3A 250V 8.5 X 8.5mm Thermoplastic Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 100A (IR), Through Hole",SLOW,PRIMARY PROTECTION ON PCB,SLOW,THERMOPLASTIC,8.5 X 8.5mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,8.5,8.5,100.0,6.3,250.0,250.0,0.0
A138,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,0.125,250.0,250.0,0.0
A139,nan,SLOW,MOTOR CIRCUIT,UNKNOWN,CERAMIC,6.3 X 32mm,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.3,8.4,50.0,10.0,250.0,250.0,0.0
A140,"Indicator Clip 10A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,4.1,4.1,50.0,10.0,125.0,0.0,0.0
A141,"Indicator Clip 15A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,7.87,7.87,50.0,15.0,125.0,0.0,0.0
A142,"Indicator Clip 10A Panel Mount Pin Indicator ACCESSORY, Indicator CLIP",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,Low,PANEL MOUNT,NOT SPECIFIED,55.0,-55.0,5.0,5.0,50.0,10.0,125.0,0.0,0.0
A143,"Indicator Clip 30A 250VDC/250VAC Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,6.3mm X 32mm,Low,THROUGH HOLE,NOT SPECIFIED,55.0,-55.0,7.11,7.11,50.0,30.0,250.0,250.0,30.0
A144,nan,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,UNKNOWN,UNKNOWN,NOT SPECIFIED,55.0,-55.0,6.1,8.4,50.0,2.0,125.0,0.0,0.0
A145,"Indicator Chip Very Fast Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, Surface Mount, NANO",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,1.0,125.0,0.0,0.0
A146,"Indicator Chip Slow Blow Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1A, Surface Mount, NANO",SLOW,MOTOR CIRCUIT,SLOW,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,1.0,125.0,0.0,0.0
A147,"Indicator Chip Slow Blow Movement 2A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 2A, Surface Mount, NANO",SLOW,MOTOR CIRCUIT,SLOW,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,2.0,125.0,0.0,0.0
A148,"Indicator Chip Slow Blow Movement 3A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 3A, Surface Mount, NANO",SLOW,MOTOR CIRCUIT,SLOW,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,3.0,125.0,0.0,0.0
A149,"Indicator Chip Slow Blow Movement 4A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 4A, Surface Mount, NANO",SLOW,MOTOR CIRCUIT,SLOW,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,4.0,125.0,0.0,0.0
A150,"Indicator Chip Very Fast Movement 5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 5A, Surface Mount, NANO",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,5.0,125.0,0.0,0.0
A151,"Indicator Chip Slow Blow Movement 5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 5A, Surface Mount, NANO",SLOW,MOTOR CIRCUIT,SLOW,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,5.0,125.0,0.0,0.0
A152,"Indicator Chip Very Fast Movement 7A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 7A, Surface Mount, NANO",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,7.0,125.0,0.0,0.0
A153,"Indicator Chip Very Fast Movement 8A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 8A, Surface Mount",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,8.0,125.0,0.0,0.0
A154,"Indicator Chip Very Fast Movement 0.5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 0.5A, Surface Mount, NANO",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,0.5,125.0,0.0,0.0
A155,nan,VERY FAST,MOTOR CIRCUIT,UNKNOWN,UNKNOWN,9.73 X 5.03 X 3.81mm,UNKNOWN,SURFACE MOUNT,NOT SPECIFIED,55.0,-55.0,9.73,9.73,50.0,0.75,125.0,0.0,0.0
A156,"Indicator Chip Very Fast Movement 0.75A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 0.75A, Surface Mount, NANO",VERY FAST,MOTOR CIRCUIT,FAST,UNKNOWN,9.73 X 5.03 X 3.81mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.73,9.73,50.0,0.75,125.0,0.0,0.0
A157,"Indicator SubRed Slow Blow Movement 1A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Through Hole",SLOW,MOTOR CIRCUIT,FAST,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,THROUGH HOLE,THROUGH HOLE,55.0,-55.0,9.45,9.45,50.0,1.0,250.0,250.0,0.0
A158,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,FAST,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,1.0,250.0,250.0,0.0
A159,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Surface Mount",SLOW,MOTOR CIRCUIT,FAST,THERMOPLASTIC,10.16 X 6.35 X 4.19mm,Low,SURFACE MOUNT,SURFACE MOUNT,55.0,-55.0,9.45,9.45,50.0,1.0,250.0,250.0,0.0
