ID,DESCRIPTION,Attribut1,Application,Characteristic,Material,Size,LC Risk,Mounting,Mounting Feature,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),search_context
A276,"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,CERAMIC,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.63,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm. Rated Current: 0.63A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A277,"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.63,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.63A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A278,"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",FAST,MOTOR CIRCUIT,FAST,CERAMIC,5 X 20mm,High,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,1500.0,0.8,250.0,250.0,0.0,"Industrial Part: Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder. Rated Current: 0.8A. Voltage: 250.0V. Material: CERAMIC. Physical Size: 5.2mm x 20.0mm."
A279,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,3.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 3.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A280,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,4.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 4.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A281,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,5.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A282,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,8.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 8.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A283,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,10.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 10.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A284,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.5,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 1.5A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A285,,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,1.6,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 1.6A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A286,"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.2,250.0,250.0,0.2,"Industrial Part: Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm. Rated Current: 0.2A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A287,"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.25,250.0,250.0,0.25,"Industrial Part: Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm. Rated Current: 0.25A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A288,"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.5,250.0,250.0,0.5,"Industrial Part: Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm. Rated Current: 0.5A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A289,,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.5,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.5A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A290,,FAST,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.6,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.6A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A291,Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE ELECTRIC Indicator,FAST,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,50.0,0.8,250.0,250.0,0.0,Industrial Part: Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE ELECTRIC Indicator. Rated Current: 0.8A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm.
A292,"Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",FAST,SUPPLEMENTARY PROTECTION,FAST,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,0.8,250.0,250.0,0.8,"Industrial Part: Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm. Rated Current: 0.8A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A293,"Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,1.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 1.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A294,"Indicator Red Slow Blow Movement 1A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,1.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 1A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1A, 35A (IR), Supplemental, 5x20mm. Rated Current: 1.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A295,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,2.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 2.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A296,"Indicator Red Slow Blow Movement 2A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,2.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 2A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2A, 35A (IR), Supplemental, 5x20mm. Rated Current: 2.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A297,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 250VAC, 40A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,40.0,4.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 250VAC, 40A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 4.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A298,"Indicator Red Slow Blow Movement 4A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 40A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,40.0,4.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 4A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 4A, 40A (IR), Supplemental, 5x20mm. Rated Current: 4.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A299,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 5A, 250VAC, 50A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,50.0,5.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 5A, 250VAC, 50A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 5.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A300,,SLOW,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,5.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 5.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm.
A301,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 250VAC, 80A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,80.0,8.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 8A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 250VAC, 80A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 8.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A302,"Indicator Red Slow Blow Movement 8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 80A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,80.0,8.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 8A, 80A (IR), Supplemental, 5x20mm. Rated Current: 8.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A303,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,100.0,10.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 10.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A304,"Indicator Red Slow Blow Movement 10A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 100A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,100.0,10.0,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 10A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CE/CSA/KC/PSE/UL/VDE Electric Indicator, Time Lag Blow, 10A, 100A (IR), Supplemental, 5x20mm. Rated Current: 10.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A305,,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,15.0,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 15.0A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm.
A306,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,1.6,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 1.6A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A307,"Indicator Red Slow Blow Movement 1.6A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,1.6,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 1.6A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 1.6A, 35A (IR), Supplemental, 5x20mm. Rated Current: 1.6A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A308,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 35A (IR), Inline/holder",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,35.0,2.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 35A (IR), Inline/holder. Rated Current: 2.5A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A309,"Indicator Red Slow Blow Movement 2.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,35.0,2.5,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 2.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 35A (IR), Supplemental, 5x20mm. Rated Current: 2.5A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A310,,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.032,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.032A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm.
A311,,SLOW,MOTOR CIRCUIT,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.04,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.04A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm.
A312,"Indicator Red Slow Blow Movement 0.05A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.05A, 35A (IR), Supplemental, 5x20mm",SLOW,MOTOR CIRCUIT,SLOW,GLASS,5x20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,0.05,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 0.05A 250V Holder Axial Melf 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.05A, 35A (IR), Supplemental, 5x20mm. Rated Current: 0.05A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A313,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5x20mm,Low,HOLDER,INLINE/HOLDER,55.0,-55.0,5.2,20.0,63.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A314,"Indicator Red Slow Blow Movement 6.3A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 63A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,63.0,6.3,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 6.3A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 6.3A, 63A (IR), Supplemental, 5x20mm. Rated Current: 6.3A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm."
A315,,SLOW,SUPPLEMENTARY PROTECTION,UNKNOWN,GLASS,5 X 20mm,UNKNOWN,HOLDER,NOT SPECIFIED,55.0,-55.0,4.7,20.0,50.0,0.08,250.0,250.0,0.0,Industrial Part: nan. Rated Current: 0.08A. Voltage: 250.0V. Material: GLASS. Physical Size: 4.7mm x 20.0mm.
A316,"Indicator Red Slow Blow Movement 0.1A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.1A, 35A (IR), Supplemental, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,NOT SPECIFIED,55.0,-55.0,5.2,20.0,35.0,0.1,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 0.1A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.1A, 35A (IR), Supplemental, 5x20mm. Rated Current: 0.1A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
A317,"Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",SLOW,SUPPLEMENTARY PROTECTION,SLOW,GLASS,5 X 20mm,Low,HOLDER,INLINE/HOLDER,125.0,-55.0,5.2,20.0,35.0,0.125,250.0,250.0,0.0,"Industrial Part: Indicator Red Slow Blow Movement 0.125A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.125A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm. Rated Current: 0.125A. Voltage: 250.0V. Material: GLASS. Physical Size: 5.2mm x 20.0mm."
